start,finish,task
2023-01-27 17:04:28.704356,2023-01-31 09:28:20.180653,admin
2023-01-31 09:28:20.192654,2023-01-31 09:43:28.362868,scott base grp tneder
2023-01-31 09:43:28.373870,2023-01-31 09:58:32.066047,scott base grp tneder
2023-01-31 09:58:32.078047,2023-01-31 10:13:35.185425,scott base grp tneder
2023-01-31 10:13:35.201423,2023-01-31 10:42:23.009999,coffee
2023-01-31 10:42:23.025998,2023-01-31 10:57:27.977247,sbr tender
2023-01-31 10:57:27.990247,2023-01-31 11:12:32.979482,sbr tender
2023-01-31 11:12:32.994492,2023-01-31 11:27:35.177508,sbr tender
2023-01-31 11:27:35.191511,2023-01-31 11:46:48.941356,sbr tender
2023-01-31 11:46:48.956357,2023-01-31 12:01:55.356042,sbr movements
2023-01-31 12:01:55.371043,2023-01-31 12:44:41.845409,lunch
2023-01-31 12:44:41.858408,2023-01-31 12:59:48.811704,lunch
2023-01-31 13:10:31.761827,2023-01-31 13:10:31.945828,
2023-01-31 13:10:31.947831,2023-01-31 13:25:38.919032,sbr roof deflections]
2023-01-31 13:25:38.930035,2023-01-31 13:40:48.691458,sbr roof deflections]
2023-01-31 13:40:48.701457,2023-01-31 13:55:50.797608,sbr roof deflections]
2023-01-31 13:55:50.810146,2023-01-31 14:10:53.326501,sbr roof deflections]
2023-01-31 14:10:53.343063,2023-01-31 14:25:53.465135,sbr roof deflections]
2023-01-31 14:25:53.476867,2023-01-31 14:40:58.561766,glass
2023-01-31 14:40:58.575771,2023-01-31 14:56:02.011704,glass
2023-01-31 14:56:02.024700,2023-01-31 15:11:05.360606,glass
2023-01-31 15:11:05.370742,2023-01-31 15:26:07.830524,glass
2023-01-31 15:26:07.842424,2023-01-31 15:41:10.325021,glass
2023-01-31 15:41:10.335030,2023-01-31 16:01:40.846664,glass
2023-01-31 16:01:40.863668,2023-01-31 16:16:42.565517,glass
2023-01-31 16:16:42.582510,2023-01-31 16:31:44.236164,glass
2023-01-31 16:31:44.251161,2023-01-31 16:46:45.714860,glass
2023-01-31 16:46:45.724863,2023-01-31 17:01:54.316063,glass
2023-01-31 17:01:54.327067,2023-02-01 08:58:54.298561,glass
2023-02-01 08:58:54.308526,2023-02-01 09:13:56.429010,glass
2023-02-01 09:13:56.438013,2023-02-01 09:28:56.720508,glass
2023-02-01 09:28:56.732519,2023-02-01 09:43:58.548819,glass
2023-02-01 09:43:58.568820,2023-02-01 09:59:00.043592,glass
2023-02-01 09:59:00.057599,2023-02-01 10:14:09.419824,glass
2023-02-01 10:14:09.429824,2023-02-01 10:29:12.553822,glass
2023-02-01 10:29:12.569068,2023-02-01 10:44:14.291850,glass
2023-02-01 10:44:14.301851,2023-02-01 10:59:15.997789,glass
2023-02-01 10:59:16.007789,2023-02-01 11:14:25.432525,glass
2023-02-01 11:14:25.449525,2023-02-01 11:41:14.196325,glass
2023-02-01 11:41:14.208325,2023-02-01 12:11:15.898168,glass
2023-02-01 12:11:15.912171,2023-02-01 12:26:17.648944,glass
2023-02-01 12:26:17.657946,2023-02-01 12:41:21.132639,glass
2023-02-01 12:41:21.144640,2023-02-01 12:56:22.774166,glass
2023-02-01 12:56:22.784136,2023-02-01 13:11:32.774493,glass
2023-02-01 13:11:32.792494,2023-02-01 13:26:34.188218,glass
2023-02-01 13:26:34.203221,2023-02-01 13:41:36.799170,glass
2023-02-01 13:41:36.813174,2023-02-01 14:47:11.158455,glass
2023-02-01 14:47:11.174458,2023-02-01 15:02:15.286030,glass
2023-02-01 15:02:15.300031,2023-02-01 15:17:16.672393,glass
2023-02-01 15:17:16.688396,2023-02-01 15:32:19.064588,glass
2023-02-01 15:32:19.090589,2023-02-01 15:47:20.762210,glass
2023-02-01 15:47:20.773215,2023-02-01 16:02:22.799607,glass
2023-02-01 16:02:22.810609,2023-02-01 16:47:24.426059,glass
2023-02-01 16:47:24.437056,2023-02-01 17:02:25.602585,glass
2023-02-01 17:02:25.612586,2023-02-01 17:17:26.944709,glass
2023-02-01 17:17:26.955711,2023-02-01 17:32:28.160524,glass
2023-02-01 17:32:28.169526,2023-02-01 17:47:31.551664,glass
2023-02-01 18:48:16.668091,2023-02-01 18:48:16.895088,
2023-02-01 18:48:16.918090,2023-02-02 08:12:56.658600,sharepoint
2023-02-02 08:12:56.673607,2023-02-02 08:29:12.308815,sharepoint
2023-02-02 08:29:12.319819,2023-02-02 09:39:47.123463,sharepoint
2023-02-02 09:39:47.135620,2023-02-02 12:18:33.704693,mpi
2023-02-02 12:18:33.715696,2023-02-03 09:35:36.106379,chat ben
2023-02-03 09:35:36.117927,2023-02-03 09:50:43.484180,sbr nodes
2023-02-03 09:50:43.495151,2023-02-03 10:11:30.009459,sbr nodes
2023-02-03 10:11:30.024457,2023-02-03 10:26:31.997280,sbr nodes
2023-02-03 10:26:32.010286,2023-02-03 10:41:36.357975,sbr nodes
2023-02-03 10:48:49.795158,2023-02-03 10:48:50.001156,
2023-02-03 10:48:50.023157,2023-02-03 11:03:56.255013,team meeting
2023-02-03 11:03:56.264986,2023-02-03 11:19:24.660248,team meeting
2023-02-03 11:19:24.676415,2023-02-03 11:34:25.728573,team meeting
