start,finish,task
2023-05-18 11:28:21.183871,2023-05-18 13:51:03.170763,mpi
2023-05-18 13:51:03.201937,2023-05-18 14:06:05.947796,mpi
2023-05-18 14:06:05.971361,2023-05-18 14:21:13.025471,aagmpi
2023-05-18 14:21:13.038470,2023-05-18 14:36:23.193016,aag
2023-05-18 14:36:23.223184,2023-05-18 14:54:14.696557,aag
2023-05-18 14:54:14.714553,2023-05-18 15:29:11.108309,aag
2023-05-18 15:29:11.155354,2023-05-18 15:44:24.560025,st marks
2023-05-18 15:44:24.584841,2023-05-18 15:59:41.318556,sbr
2023-05-18 15:59:41.344599,2023-05-18 16:14:46.021712,sbr
2023-05-18 16:14:46.038691,2023-05-18 16:31:10.805193,aag
2023-05-18 16:31:10.827196,2023-05-18 16:46:12.500191,aag
2023-05-18 16:46:12.518226,2023-05-18 17:01:15.056192,aag
