start,finish,task
2023-05-01 09:05:30.077885,2023-05-01 09:05:30.203299,
2023-05-01 09:05:30.204299,2023-05-01 09:20:33.519435,sbr
2023-05-01 09:20:33.532442,2023-05-01 09:35:37.231878,SBR
2023-05-01 09:35:37.246883,2023-05-01 09:50:38.509776,SBR
2023-05-01 09:50:38.523252,2023-05-01 10:05:42.141720,SBR
2023-05-01 10:05:42.155719,2023-05-01 10:20:45.328391,SBR
2023-05-01 10:20:45.343384,2023-05-01 10:35:47.714751,SBR
2023-05-01 10:35:47.729751,2023-05-01 10:50:49.231905,SBR
2023-05-01 10:50:49.248906,2023-05-01 11:16:44.371352,SBR
2023-05-01 11:16:44.399358,2023-05-01 11:31:45.197535,SBR
2023-05-01 11:31:45.212542,2023-05-01 11:46:46.913330,SBR
2023-05-01 11:46:46.923294,2023-05-01 13:29:24.007335,SBR
2023-05-01 13:29:24.027322,2023-05-01 13:44:27.492077,SBR
2023-05-01 13:44:27.506391,2023-05-01 13:59:29.846624,SBR
2023-05-01 13:59:29.861624,2023-05-01 14:14:33.388468,SBR
2023-05-01 14:14:33.409470,2023-05-01 14:29:37.673460,SBR
2023-05-01 14:29:37.692456,2023-05-01 14:45:32.693871,SBR
2023-05-01 14:45:32.712872,2023-05-01 15:00:36.085191,SBR
2023-05-01 15:00:36.103274,2023-05-01 15:16:36.637926,SBR
2023-05-01 15:16:36.655311,2023-05-01 15:31:38.211247,SBR
2023-05-01 15:31:38.241250,2023-05-01 15:46:40.100726,SBR
2023-05-01 15:46:40.117685,2023-05-01 16:02:38.989999,SBR
2023-05-01 16:02:39.008001,2023-05-01 16:17:40.138515,SBR
2023-05-01 16:17:40.156509,2023-05-01 16:32:42.220289,SBR
2023-05-01 16:32:42.234294,2023-05-01 16:47:51.293016,SBR
2023-05-02 09:29:37.400437,2023-05-02 09:29:37.526960,
2023-05-02 09:29:37.527960,2023-05-02 09:47:04.596191,SBR
2023-05-02 09:47:04.613202,2023-05-02 10:02:07.600038,SBR
2023-05-02 10:02:07.617238,2023-05-02 10:17:08.204274,SBR
