start,finish,task
2023-09-19 13:25:31.170075,2023-09-19 13:40:38.436646,aag
2023-09-19 13:40:38.448802,2023-09-19 14:10:41.553009,aag
2023-09-19 14:10:41.565557,2023-09-19 14:25:44.202027,aag
2023-09-19 14:25:44.214037,2023-09-19 14:40:51.229001,aag
2023-09-19 14:40:51.239237,2023-09-19 14:55:52.926445,aag
2023-09-19 14:55:52.937443,2023-09-19 15:12:37.521754,aag
2023-09-19 15:12:37.534268,2023-09-19 15:28:25.527802,aag
2023-09-19 15:28:25.538805,2023-09-19 15:43:27.274586,aag
2023-09-19 15:43:27.285585,2023-09-19 15:58:28.750715,aag
2023-09-19 15:58:28.760716,2023-09-19 16:13:36.465786,aag
2023-09-19 16:13:36.477786,2023-09-19 16:58:37.829468,aag
2023-09-20 12:58:00.815717,2023-09-20 12:58:00.936717,
2023-09-20 12:58:00.939717,2023-09-20 13:13:08.605042,admin ts
2023-09-20 13:13:08.614051,2023-09-20 13:28:16.709734,mpi greenhouse 
2023-09-20 13:28:16.720734,2023-09-20 13:43:27.212648,hanagr programme
2023-09-20 13:43:27.223649,2023-09-20 13:58:29.756988,hanagr programme
2023-09-20 13:58:29.766990,2023-09-20 14:13:34.679498,mpi
2023-09-20 14:13:34.690497,2023-09-20 14:28:39.419330,mpi
2023-09-20 14:28:39.431852,2023-09-20 14:43:41.339167,mpi
2023-09-20 14:43:41.348607,2023-09-20 14:58:42.723596,mpi
2023-09-20 14:58:42.733603,2023-09-20 15:13:46.166604,mpi
2023-09-20 15:13:46.176612,2023-09-20 15:28:47.426105,mpi
2023-09-20 15:28:47.435106,2023-09-20 15:43:49.071703,mpi
2023-09-20 15:43:49.083773,2023-09-20 16:19:52.325433,marketing party setup
2023-09-20 16:19:52.336438,2023-09-20 16:39:02.716120,marketing party setup
2023-09-20 16:39:02.726208,2023-09-20 16:54:04.381378,marketing party setup
2023-09-20 16:54:04.402382,2023-09-21 08:59:20.784529,marketing party setup
2023-09-21 08:59:20.795537,2023-09-21 09:14:23.364323,marketing party setup
2023-09-21 09:14:23.374319,2023-09-21 09:29:24.846565,marketing party setup
2023-09-21 09:29:24.861557,2023-09-21 10:08:12.674115,marketing party setup
2023-09-21 10:08:12.684071,2023-09-21 10:23:14.506967,marketing party setup
2023-09-21 10:23:14.517968,2023-09-21 10:38:15.981883,marketing party setup
2023-09-21 10:38:15.994885,2023-09-21 10:53:51.189278,mpi
2023-09-21 10:53:51.200282,2023-09-21 11:13:47.542255,aag
2023-09-21 11:13:47.553773,2023-09-21 11:28:49.903075,aag
2023-09-21 11:28:49.915074,2023-09-21 11:43:56.487612,muckaoud
2023-09-21 11:43:56.512616,2023-09-22 09:52:31.087068,muckaoud
2023-09-22 09:52:31.102074,2023-09-22 10:07:35.874935,aag
2023-09-22 10:07:35.887932,2023-09-22 10:22:39.082120,o 
2023-09-22 10:22:39.093119,2023-09-22 10:40:36.050503,o 
2023-09-22 10:40:36.061499,2023-09-22 10:55:37.517116,o 
2023-09-22 10:55:37.532630,2023-09-22 11:10:39.941855,o 
2023-09-22 11:10:39.954815,2023-09-22 12:03:37.637751,o 
2023-09-22 12:03:38.850623,2023-09-22 12:18:40.668884,o 
2023-09-22 12:18:40.681891,2023-09-22 12:33:42.152474,o 
2023-09-22 12:33:42.166482,2023-09-22 12:48:43.724081,o 
2023-09-22 12:48:43.736065,2023-09-22 13:25:21.600880,o 
2023-09-22 13:25:21.614913,2023-09-22 13:40:28.749787,mpi
2023-09-22 13:40:28.772999,2023-09-22 13:55:41.493058,mpi
2023-09-22 13:55:41.518060,2023-09-22 14:10:44.009236,mpi
