start,finish,task
2023-08-02 14:11:15.251553,2023-08-02 14:26:15.673084,dunedin hop ps1
2023-08-02 14:26:15.685087,2023-08-02 14:41:18.121444,dunedin hop ps1
2023-08-02 14:41:18.135455,2023-08-02 14:58:27.014278,dunedin hop ps1
2023-08-02 14:58:27.035277,2023-08-02 15:13:29.848709,dunedin hop ps1
2023-08-02 15:13:29.975516,2023-08-02 15:46:03.135779,st dom
2023-08-02 15:46:03.151778,2023-08-02 16:01:05.825380,st dom
2023-08-02 16:01:05.839373,2023-08-02 16:32:16.755609,antartic
2023-08-02 16:32:16.771655,2023-08-02 16:47:19.372309,antartic
2023-08-02 16:47:19.383309,2023-08-04 11:30:13.180404,antartic
2023-08-04 11:30:13.206399,2023-08-04 13:17:52.326407,lunch
2023-08-04 13:17:52.344416,2023-08-04 13:32:53.735048,lunch
2023-08-04 13:32:53.748092,2023-08-04 13:47:55.302159,lunch
2023-08-04 13:47:55.313156,2023-08-04 14:03:47.533071,aag
2023-08-04 14:03:47.545078,2023-08-04 14:21:46.402226,aag
2023-08-04 14:21:46.414237,2023-08-04 14:37:12.394507,aag
2023-08-04 14:37:12.406509,2023-08-04 15:03:50.782601,ndh
2023-08-04 15:03:50.796016,2023-08-04 15:19:58.869028,ndh
2023-08-04 15:19:58.891031,2023-08-04 15:44:04.247158,ndh
2023-08-04 15:44:04.261943,2023-08-04 15:59:10.499207,ndh
2023-08-04 15:59:10.512213,2023-08-04 16:14:19.186028,onco
2023-08-04 16:14:19.198027,2023-08-04 16:29:21.260402,onco
2023-08-04 16:29:21.272879,2023-08-04 16:44:46.333068,onco
2023-08-04 16:44:46.347068,2023-08-04 16:59:48.939676,onco
