start,finish,task
2023-06-19 09:27:49.154404,2023-06-19 09:27:49.358406,
2023-06-19 09:27:49.358406,2023-06-19 09:42:55.640175,hangar
2023-06-19 09:42:55.650145,2023-06-19 10:27:56.938078,150
2023-06-19 10:27:56.951302,2023-06-19 10:43:04.465491,paver uplift
2023-06-19 10:43:04.487133,2023-06-19 10:58:06.522395,paver uplift
2023-06-19 10:58:06.547915,2023-06-19 11:29:39.023965,paver uplift
2023-06-19 11:29:39.051496,2023-06-19 11:44:41.861397,paver uplift
2023-06-19 11:44:41.874402,2023-06-19 13:08:23.001836,lunch oculus
2023-06-19 13:08:23.014354,2023-06-19 13:23:48.412791,lunch oculus
2023-06-19 13:23:48.425658,2023-06-19 13:38:50.133483,lunch oculus
2023-06-19 13:38:50.143479,2023-06-19 13:53:51.339757,lunch oculus
2023-06-19 13:53:51.350758,2023-06-19 14:14:40.565879,lunch oculus
2023-06-19 14:14:40.627074,2023-06-19 14:29:48.491947,hangar
2023-06-19 14:29:48.514097,2023-06-19 14:44:51.854401,hangar
2023-06-19 14:44:51.868909,2023-06-19 15:14:53.968350,hangar
2023-06-19 15:14:53.977349,2023-06-19 15:29:57.941816,hangar
2023-06-19 15:29:57.948816,2023-06-19 15:45:00.192851,hangar
2023-06-19 15:45:00.204852,2023-06-19 16:00:01.331374,hangar
2023-06-19 16:00:01.343486,2023-06-19 16:15:02.770462,hangar
2023-06-19 16:15:02.786467,2023-06-19 16:30:04.444567,hangar
2023-06-19 16:30:04.457565,2023-06-19 16:45:05.850673,hangar
2023-06-19 16:45:05.858673,2023-06-20 09:16:19.416489,hangar
2023-06-20 09:16:19.561552,2023-06-20 09:46:23.265902,hangar
2023-06-20 09:46:23.279902,2023-06-20 10:03:35.486194,hangar
2023-06-20 10:03:35.498885,2023-06-20 10:19:06.075023,hangar
2023-06-20 10:19:06.099022,2023-06-20 10:34:17.556658,hangar
2023-06-20 10:34:17.570656,2023-06-20 10:49:23.775076,hangar
2023-06-20 10:49:23.786585,2023-06-20 11:07:01.031563,hangar
2023-06-20 11:07:01.039564,2023-06-20 11:36:28.154005,hangar
2023-06-20 11:36:28.166012,2023-06-20 12:06:29.588438,hangar
2023-06-20 12:06:29.600440,2023-06-20 12:58:47.787008,hangar
2023-06-20 12:58:47.805013,2023-06-20 13:13:50.745234,hangar
2023-06-20 13:13:50.784315,2023-06-20 13:28:53.825952,hangar
2023-06-20 13:28:53.835952,2023-06-20 13:43:54.688746,hangar
2023-06-20 13:43:54.703299,2023-06-20 13:58:56.488651,hangar
2023-06-20 13:58:56.506653,2023-06-20 15:53:23.686862,hangar
2023-06-20 15:53:23.697861,2023-06-20 16:08:30.805523,hangar
2023-06-20 16:08:30.818521,2023-06-20 16:23:34.549146,hangar
2023-06-20 16:23:34.564145,2023-06-20 16:38:45.300788,hangar
2023-06-20 16:38:45.313792,2023-06-20 16:53:46.817416,hangar
2023-06-20 16:53:46.832422,2023-06-20 17:08:47.960288,hangar
2023-06-24 06:37:12.199915,2023-06-24 06:37:13.056593,
