start,finish,task
2023-05-09 12:17:21.207012,2023-05-09 12:34:13.276947,MPI spec
2023-05-09 12:34:13.295958,2023-05-09 12:59:52.814801,MPI spec
2023-05-09 12:59:52.828795,2023-05-09 13:56:27.667711,MPI spec
2023-05-09 13:56:27.684711,2023-05-09 14:11:29.306798,MPI spec
2023-05-09 14:11:29.323825,2023-05-09 14:26:31.272594,MPI spec
2023-05-09 14:26:31.294595,2023-05-09 14:41:31.745513,MPI spec
2023-05-09 14:41:31.765028,2023-05-09 14:56:37.429795,MPI spec
2023-05-09 14:56:37.453061,2023-05-09 15:11:39.163478,MPI spec
2023-05-09 15:11:39.182481,2023-05-09 15:26:42.298189,MPI spec
2023-05-09 15:26:42.321705,2023-05-09 15:41:43.776171,MPI spec
2023-05-09 15:41:43.792174,2023-05-09 15:57:21.234042,MPI spec
2023-05-09 15:57:21.254045,2023-05-09 16:12:24.823284,MPI spec
2023-05-09 16:12:24.841224,2023-05-09 16:27:27.990425,MPI spec
2023-05-09 16:27:28.010430,2023-05-09 16:42:41.322428,MPI spec
2023-05-09 16:42:41.344292,2023-05-09 16:57:50.857587,hangar
2023-05-09 16:57:50.871582,2023-05-10 09:33:01.552129,admin
2023-05-10 09:33:01.568133,2023-05-10 09:48:43.623887,admin
2023-05-10 09:48:43.642890,2023-05-10 10:04:00.049842,mpi notes
2023-05-10 10:04:00.063840,2023-05-10 10:21:35.606280,coffeenotes
2023-05-10 10:21:35.617281,2023-05-10 10:36:38.286978,coffeenotes
2023-05-10 10:36:38.304989,2023-05-10 10:51:48.522577,coffeenotes
2023-05-10 10:51:48.593183,2023-05-10 11:06:50.266020,coffeenotes
2023-05-10 11:06:50.279546,2023-05-10 11:21:52.849929,coffeenotes
2023-05-10 11:21:52.866447,2023-05-10 11:37:02.072434,coffeenotes
2023-05-10 11:37:02.090441,2023-05-10 11:52:13.296183,coffeenotes
2023-05-10 11:52:13.332677,2023-05-10 12:22:15.577680,coffeenotes
2023-05-10 12:22:15.594680,2023-05-10 13:03:05.659401,coffeenotes
2023-05-10 13:03:05.681399,2023-05-10 13:18:08.303722,coffeenotes
2023-05-10 13:18:08.318733,2023-05-10 13:33:08.866438,coffeenotes
2023-05-10 13:33:08.881957,2023-05-10 13:48:10.451497,coffeenotes
2023-05-10 13:48:10.466498,2023-05-10 14:05:04.275248,westwood
2023-05-10 14:05:04.313616,2023-05-10 14:20:06.948179,westwood
2023-05-10 14:20:06.967251,2023-05-10 14:35:08.286464,westwood
2023-05-10 14:35:08.308458,2023-05-10 14:50:14.887886,westwood
2023-05-10 14:50:14.902897,2023-05-10 15:05:16.652721,westwood
2023-05-10 15:05:16.668694,2023-05-10 15:20:17.795662,westwood
2023-05-10 15:20:17.809661,2023-05-10 15:35:35.617759,westwood
2023-05-10 15:35:35.632758,2023-05-10 15:50:36.942596,westwood
2023-05-10 15:50:36.957595,2023-05-10 16:05:38.367256,westwood
2023-05-10 16:05:38.382909,2023-05-10 16:20:47.877856,westwood
2023-05-10 16:20:47.890852,2023-05-10 16:35:49.853835,westwood
2023-05-10 16:35:49.873363,2023-05-10 16:50:54.591447,westwood
2023-05-12 09:18:50.107410,2023-05-12 09:18:50.296471,
2023-05-12 09:18:50.325999,2023-05-12 09:33:55.792849,admin
2023-05-12 09:33:55.805847,2023-05-12 09:48:57.333554,admin
2023-05-12 09:48:57.348564,2023-05-12 10:09:45.102581,admin
2023-05-12 10:09:45.119597,2023-05-12 10:25:12.296260,admin
2023-05-12 10:25:12.312262,2023-05-12 10:40:21.936198,bellagio and fibre cement
2023-05-12 10:40:21.951199,2023-05-12 10:55:31.710012,hangar
2023-05-12 10:55:31.728014,2023-05-12 11:10:40.124502,chat w kayla
2023-05-12 11:10:40.146501,2023-05-12 11:25:42.678564,chat w kayla
2023-05-12 11:25:42.703567,2023-05-12 11:40:44.896765,chat w kayla
2023-05-12 11:40:44.918761,2023-05-12 11:55:52.597316,parkwood
2023-05-12 11:55:52.620108,2023-05-12 12:11:43.373103,parkwood
2023-05-12 12:11:43.397644,2023-05-12 12:59:48.760790,parkwood
2023-05-12 12:59:48.776785,2023-05-12 13:14:50.954944,parkwood
2023-05-12 13:14:50.969946,2023-05-12 13:44:52.631687,parkwood
2023-05-12 13:44:52.647201,2023-05-12 13:59:54.269185,parkwood
2023-05-12 13:59:54.281718,2023-05-12 14:16:13.865771,parkwood
2023-05-12 14:16:13.882773,2023-05-12 14:31:16.093920,parkwood
2023-05-12 14:31:16.103921,2023-05-12 14:46:19.642579,parkwood
2023-05-12 14:46:19.658580,2023-05-12 15:01:19.999999,parkwood
2023-05-12 15:01:20.018012,2023-05-12 15:31:23.090966,parkwood
2023-05-12 15:31:23.107970,2023-05-12 15:46:24.053464,parkwood
2023-05-12 15:46:24.081461,2023-05-12 16:01:30.452089,westwood
2023-05-12 16:01:30.486583,2023-05-12 16:23:48.910711,walk
2023-05-12 16:23:48.935722,2023-05-12 16:53:54.146203,sbr
