start,finish,task
2023-03-15 12:22:45.143143,2023-03-15 12:37:46.793325,mpi
2023-03-15 12:37:46.807327,2023-03-15 12:52:53.017893,mpi
2023-03-15 12:52:53.035893,2023-03-15 13:32:07.232102,mpi
2023-03-15 13:32:07.242101,2023-03-15 14:17:10.012156,mpi
2023-03-15 14:17:10.028155,2023-03-15 14:32:22.263449,mpi
2023-03-15 14:32:22.277440,2023-03-15 14:47:23.736298,mpi
2023-03-15 14:47:23.754020,2023-03-15 15:03:18.644835,mpi
2023-03-15 15:03:18.658838,2023-03-15 15:18:20.846547,mpi
2023-03-15 15:18:20.861565,2023-03-15 15:33:23.349622,mpi
2023-03-15 15:33:23.369531,2023-03-15 18:01:13.304610,mpi
2023-03-16 08:41:26.991286,2023-03-16 08:41:27.104285,
2023-03-16 08:41:27.105285,2023-03-16 08:56:32.301069,MPI
2023-03-16 08:56:32.317069,2023-03-16 09:11:35.855942,mpi
2023-03-16 09:11:35.867945,2023-03-16 09:26:41.833387,mpi
2023-03-16 09:26:41.843389,2023-03-16 09:52:17.736867,mpi
2023-03-16 09:52:17.768529,2023-03-16 10:07:20.559219,mpi
2023-03-16 10:07:20.572264,2023-03-16 10:22:22.219754,mpi
2023-03-16 10:22:22.230756,2023-03-16 10:37:23.408995,mpi
2023-03-16 12:59:43.755810,2023-03-16 12:59:44.011792,
2023-03-16 12:59:44.037794,2023-03-16 13:29:50.007569, mip
2023-03-16 13:29:50.019570,2023-03-16 13:44:51.314005, mip
2023-03-16 13:44:51.326004,2023-03-16 13:59:54.000531, mip
2023-03-16 13:59:54.012547,2023-03-16 14:14:54.431733, mip
2023-03-16 14:14:54.441731,2023-03-16 14:29:54.586303, mip
2023-03-16 14:29:54.606339,2023-03-16 14:44:55.941988, mip
2023-03-16 14:44:55.955944,2023-03-16 14:59:59.314211, mip
2023-03-16 14:59:59.328217,2023-03-16 15:15:01.406817, mip
2023-03-16 15:15:01.415819,2023-03-16 15:35:27.641862, mip
2023-03-16 15:35:27.656863,2023-03-16 15:50:29.143109, mip
2023-03-16 15:50:29.156107,2023-03-16 16:05:31.408844, mip
2023-03-16 16:05:31.421851,2023-03-16 16:20:38.938792, mip
2023-03-16 16:20:38.951751,2023-03-16 16:35:40.205371, mip
2023-03-16 16:35:40.217880,2023-03-16 16:50:42.437307, mip
2023-03-16 16:50:42.451309,2023-03-16 17:05:46.716654, mip
2023-03-16 17:05:46.731651,2023-03-16 17:20:47.969515, mip
2023-03-16 17:20:47.980517,2023-03-16 17:35:56.164173, mip
2023-03-16 17:35:56.176582,2023-03-16 17:51:03.730499, mip
2023-03-16 17:51:03.750545,2023-03-17 08:05:07.743771, mip
2023-03-17 08:05:07.760786,2023-03-17 08:20:10.835455, mip
2023-03-17 08:20:10.850145,2023-03-17 08:35:13.240008, mip
2023-03-17 08:35:13.253011,2023-03-17 08:50:15.212461, mip
2023-03-17 08:50:15.226429,2023-03-17 09:05:18.053468, mip
2023-03-17 09:05:18.066923,2023-03-17 09:20:20.164903, mip
2023-03-17 09:20:20.179906,2023-03-17 09:35:21.312213, mip
2023-03-17 09:35:21.328182,2023-03-17 09:50:32.524184, mip
2023-03-17 09:50:32.536179,2023-03-17 10:05:34.080018, mip
2023-03-17 10:05:34.095020,2023-03-17 10:25:29.305092, mip
2023-03-17 10:25:29.371741,2023-03-17 10:40:32.340090, mip
2023-03-17 10:40:32.408110,2023-03-17 10:58:09.262730, mip
2023-03-17 10:58:09.287434,2023-03-17 11:13:10.485761, mip
2023-03-17 11:13:10.514839,2023-03-17 11:28:11.805526, mip
2023-03-17 11:28:11.826070,2023-03-17 11:43:13.351951, mip
2023-03-17 11:43:13.371955,2023-03-17 11:58:17.940866, mip
2023-03-17 11:58:17.958863,2023-03-17 12:13:19.823908, mip
2023-03-17 12:13:19.840376,2023-03-17 12:28:21.696036, mip
2023-03-17 12:28:21.715165,2023-03-17 12:43:26.194731, mip
2023-03-17 12:43:26.222952,2023-03-17 12:58:28.721116, mip
2023-03-17 12:58:28.742084,2023-03-17 13:13:35.560540, mip
2023-03-17 13:13:35.582539,2023-03-17 13:28:37.142416, mip
2023-03-17 13:28:37.159421,2023-03-17 13:58:37.757871, mip
2023-03-17 13:58:37.770872,2023-03-17 14:14:12.373047, mip
2023-03-17 14:14:12.387016,2023-03-17 14:29:14.441913, mip
2023-03-17 14:29:14.454907,2023-03-17 14:44:16.627827, mip
2023-03-17 14:44:16.643828,2023-03-17 14:59:18.828706, mip
2023-03-17 14:59:18.843707,2023-03-17 15:15:07.843458, mip
2023-03-17 15:15:07.859457,2023-03-17 15:30:09.157153, mip
2023-03-17 15:30:09.175155,2023-03-17 15:45:11.613348, mip
2023-03-17 15:45:11.628349,2023-03-17 16:00:12.767734, mip
2023-03-17 16:00:12.785705,2023-03-17 16:15:14.348932, mip
2023-03-17 16:15:14.362928,2023-03-17 16:30:17.210978, mip
2023-03-17 16:30:17.222982,2023-03-17 16:45:17.454149, mip
2023-03-17 16:45:17.469148,2023-03-17 17:00:19.925102, mip
2023-03-17 17:00:19.937116,2023-03-17 17:15:33.746767, mip
2023-03-17 17:15:33.761767,2023-03-17 17:30:35.716221, mip
2023-03-17 17:30:35.729230,2023-03-17 17:45:39.921119, mip
2023-03-17 17:45:39.932115,2023-03-17 18:00:41.298436, mip
2023-03-17 18:00:41.308401,2023-03-17 18:15:43.081669, mip
2023-03-17 18:15:43.090673,2023-03-17 18:30:45.139002, mip
2023-03-19 09:43:56.310022,2023-03-19 09:43:56.732025,
2023-03-19 09:43:56.747017,2023-03-19 09:59:02.192952,mpi
2023-03-19 09:59:02.201921,2023-03-19 10:38:19.324342,mpi
2023-03-19 10:38:19.337343,2023-03-19 10:53:20.436691,mpi
2023-03-19 10:53:20.445691,2023-03-19 11:08:20.563926,mpi
2023-03-19 11:08:20.575927,2023-03-19 11:23:21.638100,mpi
2023-03-19 11:23:21.649105,2023-03-19 11:38:23.490567,mpi
2023-03-19 11:38:23.504572,2023-03-19 11:53:23.862605,mpi
2023-03-19 11:53:23.875604,2023-03-19 12:08:25.480986,mpi
2023-03-19 12:08:25.489992,2023-03-19 12:23:33.207755,mpi
2023-03-19 12:23:33.221754,2023-03-19 12:38:34.528861,mpi
2023-03-19 12:38:34.539854,2023-03-19 12:53:36.094296,mpi
2023-03-19 12:53:36.105301,2023-03-19 13:08:37.401328,mpi
2023-03-19 13:08:37.411328,2023-03-19 13:23:43.783118,mpi
2023-03-19 13:23:43.793344,2023-03-19 13:38:47.651794,mpi
2023-03-19 13:38:47.662796,2023-03-19 13:53:49.724197,mpi
