start,finish,task
2023-08-04 16:59:48.951710,2023-08-07 15:21:20.204291,onco
2023-08-07 15:21:20.218298,2023-08-07 15:36:25.143613,onco
2023-08-07 15:36:25.156616,2023-08-07 16:06:27.548133,onco
2023-08-08 08:57:17.145177,2023-08-08 08:57:17.321228,
2023-08-08 08:57:17.322230,2023-08-08 09:12:23.923233,aag
2023-08-08 09:12:23.973748,2023-08-08 09:27:28.380636,scott 
2023-08-08 09:27:28.390635,2023-08-08 09:42:33.337479,scott 
2023-08-08 09:42:33.345480,2023-08-08 09:57:35.361104,scott 
2023-08-08 09:57:35.371192,2023-08-08 10:13:14.649776,scott 
2023-08-08 10:13:14.659731,2023-08-08 10:28:16.744575,scott 
2023-08-08 10:28:16.754574,2023-08-08 10:43:18.823583,scott 
2023-08-08 10:43:18.835850,2023-08-08 10:58:20.549698,scott 
2023-08-08 10:58:20.558703,2023-08-08 11:24:30.486540,scott 
2023-08-08 11:24:30.498542,2023-08-08 11:39:32.426915,scott 
2023-08-08 11:39:32.439865,2023-08-08 11:54:35.997457,scott 
2023-08-08 11:54:36.007457,2023-08-08 12:09:37.231552,scott 
2023-08-08 12:09:37.243995,2023-08-08 12:41:09.850486,scott 
2023-08-08 12:41:09.862488,2023-08-08 12:56:24.160275,scott 
2023-08-08 12:56:24.173274,2023-08-08 13:11:32.125557,scott 
2023-08-08 13:11:32.135072,2023-08-08 13:26:32.708852,scott 
2023-08-08 13:26:32.722852,2023-08-08 14:10:18.686514,scott 
2023-08-08 14:10:18.698027,2023-08-08 14:25:23.144481,scott 
2023-08-08 14:25:23.156480,2023-08-08 14:41:43.515371,scott 
2023-08-08 14:41:43.527376,2023-08-08 15:11:49.653505,scott 
2023-08-08 15:11:49.690501,2023-08-08 15:26:49.891353,scott 
2023-08-08 15:26:49.905355,2023-08-08 15:41:54.320885,onco
2023-08-08 15:41:54.330885,2023-08-09 09:59:16.207713,mpi
2023-08-09 09:59:16.218715,2023-08-09 10:14:42.732005,mpi
2023-08-09 10:14:42.773249,2023-08-09 10:29:47.124843,mpi
2023-08-09 10:29:47.223325,2023-08-09 11:16:53.569707,mpi
2023-08-09 11:16:53.585710,2023-08-09 11:38:30.727442,mpi
2023-08-09 11:38:30.772977,2023-08-09 11:53:32.116512,mpi
2023-08-09 11:53:32.128512,2023-08-09 13:18:06.071622,mpi
2023-08-09 13:18:06.086622,2023-08-09 13:33:08.152916,mpi
2023-08-09 13:33:08.164915,2023-08-09 13:48:09.948693,mpi
2023-08-09 13:48:09.961699,2023-08-09 14:03:12.747462,mpi
2023-08-09 14:03:12.760462,2023-08-09 17:03:18.141148,mpi
2023-08-09 17:03:18.155149,2023-08-09 17:21:56.712792,mpi
2023-08-09 17:21:56.721797,2023-08-09 17:36:59.536987,mpi
2023-08-09 17:36:59.550988,2023-08-09 17:52:01.041915,mpi
2023-08-09 17:52:01.054917,2023-08-09 18:07:28.500875,mpi
2023-08-10 09:20:15.940422,2023-08-10 09:20:16.104081,
2023-08-10 09:35:21.690354,2023-08-10 09:35:21.973510,
2023-08-10 09:35:21.991512,2023-08-10 09:50:51.121347,strand7 
2023-08-10 09:50:51.131354,2023-08-10 10:05:52.609302,strand7 
2023-08-10 10:05:52.623305,2023-08-10 10:20:55.173901,strand7 
2023-08-10 10:20:55.185901,2023-08-10 10:35:59.926733,strand7 
2023-08-10 10:35:59.935730,2023-08-10 10:51:03.735136,onco
2023-08-10 10:51:03.744135,2023-08-10 11:06:06.399015,onco
2023-08-10 11:06:06.410016,2023-08-10 11:21:08.553295,onco
2023-08-10 11:21:08.567291,2023-08-10 11:36:10.924965,onco
2023-08-10 11:36:10.934996,2023-08-10 11:51:13.138544,onco
2023-08-10 11:51:13.151025,2023-08-10 12:41:49.275188,onco
2023-08-10 12:41:49.287190,2023-08-10 12:56:50.931671,onco
2023-08-10 12:56:50.942674,2023-08-10 13:11:52.246833,onco
2023-08-10 13:11:52.255840,2023-08-10 13:26:58.777919,onco
2023-08-10 13:26:58.788923,2023-08-10 13:57:01.445879,onco
2023-08-10 13:57:01.456604,2023-08-10 14:42:03.800420,onco
2023-08-10 14:42:03.811417,2023-08-10 14:57:05.287131,onco
2023-08-10 14:57:05.298161,2023-08-10 18:42:56.706685,onco
2023-08-10 18:42:56.713932,2023-08-10 18:58:00.314505,onco
2023-08-10 18:58:00.325501,2023-08-10 19:13:04.271044,onco
2023-08-10 19:13:04.283051,2023-08-10 19:43:08.759686,onco
