start,finish,task
2023-11-24 16:48:22.075488,2023-11-27 09:01:27.474753,admin
2023-11-27 09:01:27.486293,2023-11-27 09:16:31.178043,admin
2023-11-27 09:16:31.190565,2023-11-27 09:55:00.380364,irex\
2023-11-27 09:55:00.393369,2023-11-27 10:25:31.548229,irex
2023-11-27 10:25:31.558232,2023-11-27 10:40:33.670105,irex
2023-11-27 10:40:33.678632,2023-11-27 10:55:37.175268,irex
2023-11-27 10:55:37.188348,2023-11-27 11:10:39.523633,irex
2023-11-27 11:10:39.532138,2023-11-27 11:25:42.705310,irex
2023-11-27 11:25:42.718404,2023-11-27 11:57:04.493790,irex
2023-11-27 11:57:04.531343,2023-11-27 12:12:08.649320,irex
2023-11-27 12:12:08.665523,2023-11-27 12:27:12.188424,irex
2023-11-27 12:27:12.198930,2023-11-27 13:20:15.826903,irex
2023-11-27 13:20:15.842063,2023-11-27 14:08:34.944770,irex
2023-11-27 14:08:34.957174,2023-11-27 14:38:38.246255,irex
2023-11-27 14:38:38.260777,2023-11-27 14:53:41.054461,irex
2023-11-27 14:53:41.066459,2023-11-27 15:08:42.355953,irex
2023-11-27 15:08:42.367953,2023-11-27 15:23:44.231211,irex
2023-11-27 15:23:44.242724,2023-11-27 15:53:45.551901,irex
2023-11-27 15:53:45.564902,2023-11-27 16:08:45.807013,irex
2023-11-27 16:08:45.818495,2023-11-27 16:23:47.248764,irex
2023-11-27 16:23:47.259282,2023-11-27 16:38:48.553396,irex
2023-11-27 16:38:48.567394,2023-11-27 16:54:06.867308,irex
2023-11-27 16:54:06.879824,2023-11-28 08:48:45.431905,admin
2023-11-28 08:48:45.442386,2023-11-28 09:03:47.209438,admin
2023-11-28 09:03:47.229227,2023-11-28 09:18:49.015985,admin
2023-11-28 09:18:49.037824,2023-11-28 09:33:54.109726,admin
2023-11-28 09:33:54.174663,2023-11-28 09:48:56.057628,admin
2023-11-28 09:48:56.130418,2023-11-28 10:04:58.006385,admin
2023-11-28 10:04:58.019387,2023-11-28 10:20:02.985189,admin
2023-11-28 10:20:02.997358,2023-11-28 10:35:05.796504,admin
2023-11-28 10:35:05.828750,2023-11-28 10:50:13.851475,bellagio
2023-11-28 10:50:13.876377,2023-11-28 11:05:19.037811,bellagio
2023-11-28 11:05:19.063972,2023-11-28 13:23:31.729810,wsp
2023-11-28 13:23:31.743333,2023-11-28 13:38:35.545896,wsp
2023-11-28 13:38:35.566946,2023-11-28 13:53:37.230352,wsp
2023-11-28 13:53:37.248918,2023-11-28 14:08:40.466194,wsp
2023-11-28 14:08:40.484845,2023-11-28 14:23:49.320730,mpi
2023-11-28 14:23:49.334246,2023-11-28 14:41:11.893931,mpi
2023-11-28 14:41:11.917948,2023-11-28 14:57:16.662386,scott base
2023-11-28 14:57:16.675389,2023-11-28 15:12:32.304501,scott base
2023-11-28 15:12:32.318269,2023-11-28 15:27:34.305870,scott base
2023-11-28 15:27:34.319386,2023-11-28 15:42:35.943699,scott base
2023-11-28 15:42:35.959193,2023-11-28 15:57:38.284950,scott base
2023-11-28 15:57:38.298948,2023-11-28 16:12:42.378775,scott base
2023-11-28 16:12:42.394777,2023-11-28 16:27:45.599263,scott base
2023-11-28 16:27:45.609301,2023-11-28 16:42:47.448938,scott base
2023-11-28 16:42:47.466568,2023-11-29 09:14:27.768171,scott base
2023-11-29 09:14:27.795689,2023-11-29 09:30:57.608589,scott base
2023-12-01 14:25:29.261851,2023-12-01 14:25:29.369455,
