start,finish,task
2023-08-25 12:23:01.629972,2023-08-25 12:38:03.325977,onco
2023-08-25 12:38:03.338980,2023-08-25 12:53:09.308147,onco
2023-08-25 12:53:09.322159,2023-08-25 13:09:51.101388,onco
2023-08-25 13:09:51.121390,2023-08-25 13:24:53.145141,onco
2023-08-25 13:24:53.158140,2023-08-25 13:39:54.214655,onco
2023-08-25 13:39:54.226658,2023-08-25 13:54:55.988329,onco
2023-08-25 13:54:55.999330,2023-08-25 14:10:21.780501,onco
2023-08-25 14:10:21.799500,2023-08-25 14:25:23.861283,onco
2023-08-25 14:25:23.873793,2023-08-25 14:40:24.425979,onco
2023-08-25 14:40:24.437979,2023-08-25 14:55:28.912480,onco
2023-08-25 14:55:28.923703,2023-08-25 15:13:05.526326,onco
2023-08-25 15:13:05.541347,2023-08-25 15:28:07.140843,onco
2023-08-25 15:28:07.152899,2023-08-25 15:59:28.640309,onco
2023-08-25 15:59:28.655319,2023-08-25 16:14:29.915562,onco
2023-08-25 16:14:29.925072,2023-08-25 16:29:33.523621,onco
2023-08-25 16:29:33.581612,2023-08-25 16:59:39.714270,onco
2023-08-25 16:59:39.733800,2023-08-25 17:14:42.511209,onco
2023-08-25 17:14:42.526210,2023-08-26 10:45:54.244859,onco
2023-08-26 10:45:54.272109,2023-08-26 11:00:56.486712,onco
2023-08-26 11:00:56.498712,2023-08-26 11:15:58.291873,onco
2023-08-26 11:15:58.306874,2023-08-26 11:30:58.586220,onco
2023-08-26 11:30:58.605224,2023-08-26 11:47:17.226222,onco
2023-08-26 11:47:17.240231,2023-08-26 12:02:20.601810,onco
2023-08-26 12:02:20.626336,2023-08-26 12:17:24.226095,onco
2023-08-26 12:17:24.239097,2023-08-26 12:32:40.192055,onco
2023-08-26 12:32:40.204753,2023-08-26 12:47:41.631920,onco
2023-08-26 12:47:41.647374,2023-08-26 13:02:58.164677,onco
2023-08-26 13:02:58.177672,2023-08-26 13:19:30.258350,onco
2023-08-26 13:19:30.270346,2023-08-26 13:34:31.973390,onco
2023-08-26 13:34:31.986885,2023-08-26 13:49:33.652319,onco
2023-08-26 13:49:33.664320,2023-08-26 14:34:36.002441,onco
2023-08-26 14:34:36.015444,2023-08-26 14:49:40.631044,onco
2023-08-26 14:49:40.641473,2023-08-26 15:29:33.498786,onco
2023-08-26 15:29:33.512788,2023-08-26 15:44:34.703669,onco
2023-08-26 15:44:34.719667,2023-08-26 15:59:37.930448,onco
