start,finish,task
2023-09-28 12:57:25.945490,2023-10-03 10:09:34.229551,Ironbank
2023-10-03 10:09:34.246067,2023-10-03 10:24:35.880177,Ironbank
2023-10-03 10:24:35.896134,2023-10-03 10:39:37.183549,Ironbank
2023-10-03 10:39:37.194550,2023-10-03 10:59:11.765685,Ironbank
2023-10-03 10:59:11.793751,2023-10-03 11:14:19.922441,Ironbank
2023-10-03 11:14:19.936719,2023-10-03 11:29:21.941564,Ironbank
2023-10-03 11:29:21.955076,2023-10-03 11:44:25.008435,Ironbank
2023-10-03 11:44:25.027961,2023-10-03 11:59:26.643205,Ironbank
2023-10-03 11:59:26.663693,2023-10-03 12:44:32.457666,Ironbank
2023-10-03 12:44:32.474781,2023-10-03 12:59:39.209413,Ironbank
2023-10-03 12:59:39.224932,2023-10-03 13:14:43.671611,Ironbank
2023-10-03 13:14:43.685686,2023-10-03 13:30:02.708916,Ironbank
2023-10-03 13:30:02.731436,2023-10-03 13:45:05.877825,Ironbank
2023-10-03 13:45:05.909644,2023-10-03 14:00:12.458535,Ironbank
2023-10-03 14:00:12.471578,2023-10-03 14:15:18.482519,Ironbank
2023-10-03 14:15:18.532514,2023-10-03 14:30:57.864443,Ironbank
2023-10-03 14:30:57.876450,2023-10-03 14:45:59.684418,Ironbank
2023-10-03 14:45:59.696961,2023-10-03 15:01:08.740914,hangar holmes
2023-10-03 15:01:08.761957,2023-10-03 16:01:09.664299,hangar holmes
2023-10-03 16:01:09.674330,2023-10-03 16:16:11.726196,hangar holmes
2023-10-03 16:16:11.739317,2023-10-03 16:31:15.859631,hangar holmes
2023-10-03 16:31:15.873146,2023-10-03 16:47:26.565337,hangar holmes
2023-10-03 16:47:26.578476,2023-10-03 17:02:29.212007,hangar holmes
2023-10-04 09:22:37.495130,2023-10-04 09:22:37.813314,
2023-10-04 09:22:37.813314,2023-10-04 11:34:56.692519,mpi meeting
2023-10-04 11:34:56.705576,2023-10-04 11:49:59.577230,mpi meeting
2023-10-04 11:49:59.588461,2023-10-04 12:05:02.048879,mpi meeting
2023-10-04 12:05:02.060964,2023-10-04 13:14:53.273663,mpi meeting
2023-10-04 13:14:53.284709,2023-10-04 13:37:40.145024,mpi basement detail
2023-10-04 13:37:40.156023,2023-10-04 14:02:28.068327,mpi basement detail
2023-10-04 14:02:28.087628,2023-10-04 14:52:38.109492,mpi basement detail
2023-10-04 14:52:38.122008,2023-10-04 15:07:43.765615,mpi basement detail
2023-10-04 15:07:43.782151,2023-10-04 15:22:45.423970,mpi basement de2.5
2023-10-04 16:19:33.714730,2023-10-04 16:34:39.928324,mpi meeting
2023-10-04 16:34:39.964138,2023-10-04 16:49:43.224395,mpi meeting
2023-10-04 16:49:43.245459,2023-10-04 17:05:17.415428,mpi meeting
2023-10-04 17:05:17.437558,2023-10-04 17:20:21.318543,mpi meeting
2023-10-04 17:20:21.345380,2023-10-04 17:35:24.327444,mpi meeting
2023-10-04 17:35:24.349923,2023-10-04 17:50:28.141273,mpi meeting
2023-10-04 17:50:28.160246,2023-10-06 09:24:24.331199,mpi meeting
2023-10-06 09:24:24.395293,2023-10-06 09:46:24.377511,mpi meeting
2023-10-06 09:46:24.389077,2023-10-06 10:13:00.616634,mpi meeting
2023-10-06 10:13:00.625638,2023-10-06 10:28:39.662050,nagr
2023-10-06 10:28:39.673560,2023-10-06 10:43:41.371936,nagr
2023-10-06 10:43:41.382450,2023-10-06 10:59:15.370332,nagr
2023-10-06 10:59:15.379590,2023-10-06 11:14:17.634953,nagr
2023-10-06 11:14:17.645953,2023-10-06 11:29:21.230340,nagr
2023-10-06 11:29:21.241297,2023-10-06 11:44:22.771555,nagr
2023-10-06 11:44:22.782556,2023-10-06 11:59:24.042131,nagr
2023-10-06 11:59:24.054139,2023-10-06 12:49:17.738409,nagr
2023-10-06 12:49:17.878500,2023-10-06 13:04:21.514422,nagr
2023-10-06 13:04:21.526938,2023-10-06 13:19:27.426247,hangar
2023-10-06 13:19:27.436365,2023-10-06 13:34:30.584291,hangar
2023-10-06 13:34:30.594359,2023-10-06 14:04:33.222910,hangar
2023-10-06 14:04:33.232403,2023-10-06 14:19:39.982099,condeiation
2023-10-06 14:19:39.992615,2023-10-06 14:34:42.468893,condeiation
2023-10-06 14:34:42.489542,2023-10-06 14:51:06.390078,condeiation
2023-10-06 14:51:06.397582,2023-10-06 15:06:07.997931,condeiation
2023-10-06 15:06:08.017959,2023-10-06 15:21:17.922266,condeiation
2023-10-06 15:21:17.931778,2023-10-06 15:36:20.423573,condeiation
2023-10-06 15:36:20.453098,2023-10-06 15:51:21.961557,condeiation
2023-10-06 15:51:21.976136,2023-10-06 16:06:35.761288,condeiation
2023-10-06 16:06:35.782870,2023-10-06 16:21:40.474411,condeiation
2023-10-06 16:21:40.484604,2023-10-06 16:51:44.030710,condeiation
