start,finish,task
2023-07-24 09:26:24.289561,2023-07-24 09:26:24.454685,
2023-07-24 09:26:24.455701,2023-07-24 09:41:29.273890,office move
2023-07-24 09:41:29.287889,2023-07-24 10:05:19.333915,office move
2023-07-24 10:05:19.351882,2023-07-24 10:20:25.321416,hangar
2023-07-24 10:20:25.334936,2023-07-24 10:41:27.217759,hangar
2023-07-24 10:41:27.228759,2023-07-24 11:17:59.758475,hangar
2023-07-24 11:17:59.771479,2023-07-24 11:33:02.952765,hangar
2023-07-24 11:33:02.964770,2023-07-24 12:01:22.270335,hangar
2023-07-24 12:01:22.281334,2023-07-24 12:16:23.687944,hangar
2023-07-24 12:16:23.698943,2023-07-24 12:31:25.552701,hangar
2023-07-24 12:31:25.565211,2023-07-24 12:52:51.327906,lunch
2023-07-25 08:32:54.649154,2023-07-25 08:32:54.806156,
2023-07-25 08:32:54.820153,2023-07-25 08:48:17.644499,bellagio
2023-07-25 08:48:17.656498,2023-07-25 09:29:39.531067,bellagio
2023-07-25 09:29:39.554277,2023-07-25 09:44:40.994055,bellagio
2023-07-25 09:44:41.005062,2023-07-25 09:59:45.302232,bellagio
2023-07-25 11:38:37.800101,2023-07-25 11:38:38.058100,
2023-07-25 11:38:38.106102,2023-07-25 12:31:26.141735,lunch
2023-07-25 12:31:26.153735,2023-07-25 13:01:34.731163,oocno screen
2023-07-25 13:01:34.741163,2023-07-25 14:45:44.143162,aag
2023-07-25 14:45:44.156677,2023-07-25 15:50:21.893844,ont
2023-07-25 15:50:21.906851,2023-07-25 16:05:24.767393,nco
2023-07-25 16:05:24.778393,2023-07-25 16:20:31.371742,onco
2023-07-25 16:20:31.382744,2023-07-25 16:35:37.383260,onco
2023-07-25 16:35:37.392260,2023-07-25 16:50:39.588200,onco
2023-07-25 16:50:39.598203,2023-07-25 17:05:45.155271,oncoo
2023-07-26 08:03:19.368019,2023-07-26 08:03:19.552024,
2023-07-26 08:14:38.298803,2023-07-26 08:14:38.912835,
2023-07-26 08:14:38.913836,2023-07-26 11:38:58.504784,tcl
2023-07-26 13:11:13.145155,2023-07-26 13:11:13.918251,
2023-07-26 13:11:14.029251,2023-07-26 13:41:19.274736,hangar
2023-07-26 13:41:19.284738,2023-07-26 14:29:47.464742,hangar
2023-07-26 14:29:47.495744,2023-07-26 14:44:50.287236,hangar
2023-07-26 14:44:50.299238,2023-07-26 14:59:55.587212,onco
2023-07-26 14:59:55.608736,2023-07-26 15:15:16.912784,onco
2023-07-26 15:15:16.953030,2023-07-26 15:30:21.082534,onco
2023-07-26 15:30:21.183103,2023-07-26 15:45:23.452635,onco
2023-07-26 15:45:23.497138,2023-07-26 16:00:26.641523,onco
2023-07-26 16:00:26.693879,2023-07-26 17:12:37.391578,bellagio
2023-07-26 17:12:37.438698,2023-07-28 08:44:25.971303,bellagio
2023-07-28 08:44:25.983304,2023-07-28 09:00:34.200625,bellagio
2023-07-28 09:00:34.209955,2023-07-28 09:15:48.539423,bellagio
2023-07-28 09:15:48.555722,2023-07-28 10:03:28.239065,bellagio
2023-07-28 10:03:28.254182,2023-07-28 10:18:29.789531,bellagio
2023-07-28 10:18:29.803702,2023-07-28 11:46:53.803257,team
2023-07-28 11:46:53.822228,2023-07-28 12:01:56.951811,team
2023-07-28 12:01:56.963799,2023-07-28 12:43:38.473843,team
2023-07-28 12:43:38.488842,2023-07-28 12:58:45.442448,hangar
2023-07-28 12:58:45.455447,2023-07-28 13:40:29.092661,hangar
2023-07-28 13:40:29.106667,2023-07-28 14:08:07.208715,hangar
2023-07-28 14:08:07.220713,2023-07-28 14:23:08.988725,hangar
2023-07-28 14:23:08.999731,2023-07-28 14:47:54.327167,hangar
2023-07-28 14:47:54.341683,2023-07-28 15:05:52.526370,hangar
2023-07-28 15:05:52.537110,2023-07-28 15:21:25.728440,hangar
2023-07-28 15:21:25.739446,2023-07-28 15:37:18.303852,hangar
2023-07-28 15:37:18.315857,2023-07-28 15:52:21.654364,hangar
2023-07-28 15:52:21.667371,2023-07-28 16:08:19.553269,hangar
2023-07-28 16:08:19.565268,2023-07-28 16:23:22.507685,hangar
2023-07-28 16:23:22.519685,2023-07-28 16:38:23.357438,hangar
